Chromosome	Source	Feature	Start	End	Attributes
NC_003279.8	GetRepeats	repeat_region	10217026	10219161	ID=Repeat_16692
NC_003279.8	GetRepeats	repeat_copy	10217026	10217075	Parent=Repeat_16692;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10219112	10219161	Parent=Repeat_16692;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217051	10218010	ID=Repeat_16693
NC_003279.8	GetRepeats	repeat_copy	10217051	10217200	Parent=Repeat_16693;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10217861	10218010	Parent=Repeat_16693;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217051	10218496	ID=Repeat_16694
NC_003279.8	GetRepeats	repeat_copy	10217051	10217150	Parent=Repeat_16694;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218397	10218496	Parent=Repeat_16694;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217101	10217334	ID=Repeat_16695
NC_003279.8	GetRepeats	repeat_copy	10217101	10217200	Parent=Repeat_16695;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10217235	10217334	Parent=Repeat_16695;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217101	10217468	ID=Repeat_16696
NC_003279.8	GetRepeats	repeat_copy	10217101	10217200	Parent=Repeat_16696;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10217369	10217468	Parent=Repeat_16696;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217101	10217486	ID=Repeat_16697
NC_003279.8	GetRepeats	repeat_copy	10217101	10217150	Parent=Repeat_16697;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10217437	10217486	Parent=Repeat_16697;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217101	10217604	ID=Repeat_16698
NC_003279.8	GetRepeats	repeat_copy	10217101	10217200	Parent=Repeat_16698;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10217505	10217604	Parent=Repeat_16698;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217101	10217647	ID=Repeat_16699
NC_003279.8	GetRepeats	repeat_copy	10217101	10217175	Parent=Repeat_16699;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10217573	10217647	Parent=Repeat_16699;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217101	10217808	ID=Repeat_16700
NC_003279.8	GetRepeats	repeat_copy	10217101	10217200	Parent=Repeat_16700;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10217709	10217808	Parent=Repeat_16700;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217101	10217876	ID=Repeat_16701
NC_003279.8	GetRepeats	repeat_copy	10217101	10217200	Parent=Repeat_16701;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10217777	10217876	Parent=Repeat_16701;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217101	10218412	ID=Repeat_16702
NC_003279.8	GetRepeats	repeat_copy	10217101	10217200	Parent=Repeat_16702;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218313	10218412	Parent=Repeat_16702;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217101	10218564	ID=Repeat_16703
NC_003279.8	GetRepeats	repeat_copy	10217101	10217150	Parent=Repeat_16703;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218515	10218564	Parent=Repeat_16703;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217101	10218766	ID=Repeat_16704
NC_003279.8	GetRepeats	repeat_copy	10217101	10217150	Parent=Repeat_16704;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218717	10218766	Parent=Repeat_16704;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217101	10218968	ID=Repeat_16705
NC_003279.8	GetRepeats	repeat_copy	10217101	10217150	Parent=Repeat_16705;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218919	10218968	Parent=Repeat_16705;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217101	10219086	ID=Repeat_16706
NC_003279.8	GetRepeats	repeat_copy	10217101	10217200	Parent=Repeat_16706;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218987	10219086	Parent=Repeat_16706;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217176	10218428	ID=Repeat_16707
NC_003279.8	GetRepeats	repeat_copy	10217176	10217350	Parent=Repeat_16707;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218254	10218428	Parent=Repeat_16707;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217226	10217595	ID=Repeat_16708
NC_003279.8	GetRepeats	repeat_copy	10217226	10217325	Parent=Repeat_16708;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10217496	10217595	Parent=Repeat_16708;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217226	10217799	ID=Repeat_16709
NC_003279.8	GetRepeats	repeat_copy	10217226	10217325	Parent=Repeat_16709;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10217700	10217799	Parent=Repeat_16709;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217226	10218001	ID=Repeat_16710
NC_003279.8	GetRepeats	repeat_copy	10217226	10217325	Parent=Repeat_16710;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10217902	10218001	Parent=Repeat_16710;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217226	10218087	ID=Repeat_16711
NC_003279.8	GetRepeats	repeat_copy	10217226	10217275	Parent=Repeat_16711;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218038	10218087	Parent=Repeat_16711;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217226	10218153	ID=Repeat_16712
NC_003279.8	GetRepeats	repeat_copy	10217226	10217275	Parent=Repeat_16712;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218104	10218153	Parent=Repeat_16712;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217226	10218219	ID=Repeat_16713
NC_003279.8	GetRepeats	repeat_copy	10217226	10217275	Parent=Repeat_16713;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218170	10218219	Parent=Repeat_16713;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217226	10218287	ID=Repeat_16714
NC_003279.8	GetRepeats	repeat_copy	10217226	10217275	Parent=Repeat_16714;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218238	10218287	Parent=Repeat_16714;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217226	10218487	ID=Repeat_16715
NC_003279.8	GetRepeats	repeat_copy	10217226	10217275	Parent=Repeat_16715;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218438	10218487	Parent=Repeat_16715;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217226	10218555	ID=Repeat_16716
NC_003279.8	GetRepeats	repeat_copy	10217226	10217275	Parent=Repeat_16716;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218506	10218555	Parent=Repeat_16716;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217226	10218623	ID=Repeat_16717
NC_003279.8	GetRepeats	repeat_copy	10217226	10217275	Parent=Repeat_16717;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218574	10218623	Parent=Repeat_16717;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217226	10218739	ID=Repeat_16718
NC_003279.8	GetRepeats	repeat_copy	10217226	10217325	Parent=Repeat_16718;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218640	10218739	Parent=Repeat_16718;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217226	10218825	ID=Repeat_16719
NC_003279.8	GetRepeats	repeat_copy	10217226	10217275	Parent=Repeat_16719;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218776	10218825	Parent=Repeat_16719;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217226	10218941	ID=Repeat_16720
NC_003279.8	GetRepeats	repeat_copy	10217226	10217325	Parent=Repeat_16720;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218842	10218941	Parent=Repeat_16720;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217226	10219102	ID=Repeat_16721
NC_003279.8	GetRepeats	repeat_copy	10217226	10217350	Parent=Repeat_16721;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218978	10219102	Parent=Repeat_16721;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217226	10219161	ID=Repeat_16722
NC_003279.8	GetRepeats	repeat_copy	10217226	10217275	Parent=Repeat_16722;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10219112	10219161	Parent=Repeat_16722;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217251	10217459	ID=Repeat_16723
NC_003279.8	GetRepeats	repeat_copy	10217251	10217325	Parent=Repeat_16723;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10217385	10217459	Parent=Repeat_16723;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217251	10217663	ID=Repeat_16724
NC_003279.8	GetRepeats	repeat_copy	10217251	10217325	Parent=Repeat_16724;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10217589	10217663	Parent=Repeat_16724;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217251	10217892	ID=Repeat_16725
NC_003279.8	GetRepeats	repeat_copy	10217251	10217350	Parent=Repeat_16725;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10217793	10217892	Parent=Repeat_16725;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217301	10218094	ID=Repeat_16726
NC_003279.8	GetRepeats	repeat_copy	10217301	10217350	Parent=Repeat_16726;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218045	10218094	Parent=Repeat_16726;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217301	10218160	ID=Repeat_16727
NC_003279.8	GetRepeats	repeat_copy	10217301	10217350	Parent=Repeat_16727;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218111	10218160	Parent=Repeat_16727;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217301	10218294	ID=Repeat_16728
NC_003279.8	GetRepeats	repeat_copy	10217301	10217350	Parent=Repeat_16728;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218245	10218294	Parent=Repeat_16728;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217301	10218630	ID=Repeat_16729
NC_003279.8	GetRepeats	repeat_copy	10217301	10217350	Parent=Repeat_16729;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218581	10218630	Parent=Repeat_16729;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217301	10218832	ID=Repeat_16730
NC_003279.8	GetRepeats	repeat_copy	10217301	10217350	Parent=Repeat_16730;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218783	10218832	Parent=Repeat_16730;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217301	10219168	ID=Repeat_16731
NC_003279.8	GetRepeats	repeat_copy	10217301	10217350	Parent=Repeat_16731;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10219119	10219168	Parent=Repeat_16731;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217376	10217493	ID=Repeat_16732
NC_003279.8	GetRepeats	repeat_copy	10217376	10217425	Parent=Repeat_16732;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10217444	10217493	Parent=Repeat_16732;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217376	10217611	ID=Repeat_16733
NC_003279.8	GetRepeats	repeat_copy	10217376	10217475	Parent=Repeat_16733;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10217512	10217611	Parent=Repeat_16733;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217376	10217654	ID=Repeat_16734
NC_003279.8	GetRepeats	repeat_copy	10217376	10217450	Parent=Repeat_16734;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10217580	10217654	Parent=Repeat_16734;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217376	10217815	ID=Repeat_16735
NC_003279.8	GetRepeats	repeat_copy	10217376	10217475	Parent=Repeat_16735;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10217716	10217815	Parent=Repeat_16735;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217376	10217883	ID=Repeat_16736
NC_003279.8	GetRepeats	repeat_copy	10217376	10217475	Parent=Repeat_16736;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10217784	10217883	Parent=Repeat_16736;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217376	10218017	ID=Repeat_16737
NC_003279.8	GetRepeats	repeat_copy	10217376	10217475	Parent=Repeat_16737;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10217918	10218017	Parent=Repeat_16737;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217376	10218235	ID=Repeat_16738
NC_003279.8	GetRepeats	repeat_copy	10217376	10217425	Parent=Repeat_16738;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218186	10218235	Parent=Repeat_16738;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217376	10218419	ID=Repeat_16739
NC_003279.8	GetRepeats	repeat_copy	10217376	10217475	Parent=Repeat_16739;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218320	10218419	Parent=Repeat_16739;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217376	10218503	ID=Repeat_16740
NC_003279.8	GetRepeats	repeat_copy	10217376	10217425	Parent=Repeat_16740;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218454	10218503	Parent=Repeat_16740;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217376	10218571	ID=Repeat_16741
NC_003279.8	GetRepeats	repeat_copy	10217376	10217425	Parent=Repeat_16741;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218522	10218571	Parent=Repeat_16741;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217376	10218805	ID=Repeat_16742
NC_003279.8	GetRepeats	repeat_copy	10217376	10217525	Parent=Repeat_16742;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218656	10218805	Parent=Repeat_16742;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217376	10218773	ID=Repeat_16743
NC_003279.8	GetRepeats	repeat_copy	10217376	10217425	Parent=Repeat_16743;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218724	10218773	Parent=Repeat_16743;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217376	10219082	ID=Repeat_16744
NC_003279.8	GetRepeats	repeat_copy	10217376	10217600	Parent=Repeat_16744;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218858	10219082	Parent=Repeat_16744;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217376	10218975	ID=Repeat_16745
NC_003279.8	GetRepeats	repeat_copy	10217376	10217425	Parent=Repeat_16745;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218926	10218975	Parent=Repeat_16745;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217376	10219093	ID=Repeat_16746
NC_003279.8	GetRepeats	repeat_copy	10217376	10217475	Parent=Repeat_16746;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218994	10219093	Parent=Repeat_16746;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217451	10218267	ID=Repeat_16747
NC_003279.8	GetRepeats	repeat_copy	10217451	10217525	Parent=Repeat_16747;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218193	10218267	Parent=Repeat_16747;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217451	10218560	ID=Repeat_16748
NC_003279.8	GetRepeats	repeat_copy	10217451	10217550	Parent=Repeat_16748;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218461	10218560	Parent=Repeat_16748;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217451	10218603	ID=Repeat_16749
NC_003279.8	GetRepeats	repeat_copy	10217451	10217525	Parent=Repeat_16749;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218529	10218603	Parent=Repeat_16749;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217476	10217854	ID=Repeat_16750
NC_003279.8	GetRepeats	repeat_copy	10217476	10217650	Parent=Repeat_16750;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10217680	10217854	Parent=Repeat_16750;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217501	10217668	ID=Repeat_16751
NC_003279.8	GetRepeats	repeat_copy	10217501	10217600	Parent=Repeat_16751;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10217569	10217668	Parent=Repeat_16751;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217501	10217872	ID=Repeat_16752
NC_003279.8	GetRepeats	repeat_copy	10217501	10217600	Parent=Repeat_16752;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10217773	10217872	Parent=Repeat_16752;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217501	10218006	ID=Repeat_16753
NC_003279.8	GetRepeats	repeat_copy	10217501	10217600	Parent=Repeat_16753;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10217907	10218006	Parent=Repeat_16753;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217501	10218224	ID=Repeat_16754
NC_003279.8	GetRepeats	repeat_copy	10217501	10217550	Parent=Repeat_16754;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218175	10218224	Parent=Repeat_16754;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217501	10218408	ID=Repeat_16755
NC_003279.8	GetRepeats	repeat_copy	10217501	10217600	Parent=Repeat_16755;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218309	10218408	Parent=Repeat_16755;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217501	10218492	ID=Repeat_16756
NC_003279.8	GetRepeats	repeat_copy	10217501	10217550	Parent=Repeat_16756;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218443	10218492	Parent=Repeat_16756;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217501	10218769	ID=Repeat_16757
NC_003279.8	GetRepeats	repeat_copy	10217501	10217625	Parent=Repeat_16757;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218645	10218769	Parent=Repeat_16757;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217501	10218762	ID=Repeat_16758
NC_003279.8	GetRepeats	repeat_copy	10217501	10217550	Parent=Repeat_16758;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218713	10218762	Parent=Repeat_16758;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217501	10218971	ID=Repeat_16759
NC_003279.8	GetRepeats	repeat_copy	10217501	10217625	Parent=Repeat_16759;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218847	10218971	Parent=Repeat_16759;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217501	10218964	ID=Repeat_16760
NC_003279.8	GetRepeats	repeat_copy	10217501	10217550	Parent=Repeat_16760;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218915	10218964	Parent=Repeat_16760;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217576	10217786	ID=Repeat_16761
NC_003279.8	GetRepeats	repeat_copy	10217576	10217650	Parent=Repeat_16761;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10217712	10217786	Parent=Repeat_16761;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217576	10217988	ID=Repeat_16762
NC_003279.8	GetRepeats	repeat_copy	10217576	10217650	Parent=Repeat_16762;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10217914	10217988	Parent=Repeat_16762;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217576	10218231	ID=Repeat_16763
NC_003279.8	GetRepeats	repeat_copy	10217576	10217625	Parent=Repeat_16763;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218182	10218231	Parent=Repeat_16763;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217576	10218390	ID=Repeat_16764
NC_003279.8	GetRepeats	repeat_copy	10217576	10217650	Parent=Repeat_16764;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218316	10218390	Parent=Repeat_16764;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217576	10218499	ID=Repeat_16765
NC_003279.8	GetRepeats	repeat_copy	10217576	10217625	Parent=Repeat_16765;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218450	10218499	Parent=Repeat_16765;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217576	10218567	ID=Repeat_16766
NC_003279.8	GetRepeats	repeat_copy	10217576	10217625	Parent=Repeat_16766;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218518	10218567	Parent=Repeat_16766;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217576	10218726	ID=Repeat_16767
NC_003279.8	GetRepeats	repeat_copy	10217576	10217650	Parent=Repeat_16767;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218652	10218726	Parent=Repeat_16767;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217576	10218928	ID=Repeat_16768
NC_003279.8	GetRepeats	repeat_copy	10217576	10217650	Parent=Repeat_16768;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218854	10218928	Parent=Repeat_16768;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217576	10219064	ID=Repeat_16769
NC_003279.8	GetRepeats	repeat_copy	10217576	10217650	Parent=Repeat_16769;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218990	10219064	Parent=Repeat_16769;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217676	10218288	ID=Repeat_16770
NC_003279.8	GetRepeats	repeat_copy	10217676	10217750	Parent=Repeat_16770;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218214	10218288	Parent=Repeat_16770;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217676	10218556	ID=Repeat_16771
NC_003279.8	GetRepeats	repeat_copy	10217676	10217750	Parent=Repeat_16771;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218482	10218556	Parent=Repeat_16771;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217676	10218624	ID=Repeat_16772
NC_003279.8	GetRepeats	repeat_copy	10217676	10217750	Parent=Repeat_16772;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218550	10218624	Parent=Repeat_16772;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217676	10218826	ID=Repeat_16773
NC_003279.8	GetRepeats	repeat_copy	10217676	10217750	Parent=Repeat_16773;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218752	10218826	Parent=Repeat_16773;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217676	10219078	ID=Repeat_16774
NC_003279.8	GetRepeats	repeat_copy	10217676	10217800	Parent=Repeat_16774;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218954	10219078	Parent=Repeat_16774;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217701	10218002	ID=Repeat_16775
NC_003279.8	GetRepeats	repeat_copy	10217701	10217800	Parent=Repeat_16775;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10217903	10218002	Parent=Repeat_16775;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217701	10218088	ID=Repeat_16776
NC_003279.8	GetRepeats	repeat_copy	10217701	10217750	Parent=Repeat_16776;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218039	10218088	Parent=Repeat_16776;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217701	10218154	ID=Repeat_16777
NC_003279.8	GetRepeats	repeat_copy	10217701	10217750	Parent=Repeat_16777;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218105	10218154	Parent=Repeat_16777;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217701	10218220	ID=Repeat_16778
NC_003279.8	GetRepeats	repeat_copy	10217701	10217750	Parent=Repeat_16778;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218171	10218220	Parent=Repeat_16778;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217701	10218404	ID=Repeat_16779
NC_003279.8	GetRepeats	repeat_copy	10217701	10217800	Parent=Repeat_16779;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218305	10218404	Parent=Repeat_16779;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217701	10218488	ID=Repeat_16780
NC_003279.8	GetRepeats	repeat_copy	10217701	10217750	Parent=Repeat_16780;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218439	10218488	Parent=Repeat_16780;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217701	10218765	ID=Repeat_16781
NC_003279.8	GetRepeats	repeat_copy	10217701	10217825	Parent=Repeat_16781;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218641	10218765	Parent=Repeat_16781;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217701	10218967	ID=Repeat_16782
NC_003279.8	GetRepeats	repeat_copy	10217701	10217825	Parent=Repeat_16782;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218843	10218967	Parent=Repeat_16782;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217701	10219162	ID=Repeat_16783
NC_003279.8	GetRepeats	repeat_copy	10217701	10217750	Parent=Repeat_16783;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10219113	10219162	Parent=Repeat_16783;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217726	10217868	ID=Repeat_16784
NC_003279.8	GetRepeats	repeat_copy	10217726	10217800	Parent=Repeat_16784;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10217794	10217868	Parent=Repeat_16784;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217776	10218009	ID=Repeat_16785
NC_003279.8	GetRepeats	repeat_copy	10217776	10217875	Parent=Repeat_16785;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10217910	10218009	Parent=Repeat_16785;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217776	10218227	ID=Repeat_16786
NC_003279.8	GetRepeats	repeat_copy	10217776	10217825	Parent=Repeat_16786;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218178	10218227	Parent=Repeat_16786;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217776	10218486	ID=Repeat_16787
NC_003279.8	GetRepeats	repeat_copy	10217776	10217950	Parent=Repeat_16787;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218312	10218486	Parent=Repeat_16787;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217776	10218495	ID=Repeat_16788
NC_003279.8	GetRepeats	repeat_copy	10217776	10217825	Parent=Repeat_16788;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218446	10218495	Parent=Repeat_16788;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217776	10218563	ID=Repeat_16789
NC_003279.8	GetRepeats	repeat_copy	10217776	10217825	Parent=Repeat_16789;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218514	10218563	Parent=Repeat_16789;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217776	10218747	ID=Repeat_16790
NC_003279.8	GetRepeats	repeat_copy	10217776	10217875	Parent=Repeat_16790;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218648	10218747	Parent=Repeat_16790;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217776	10218949	ID=Repeat_16791
NC_003279.8	GetRepeats	repeat_copy	10217776	10217875	Parent=Repeat_16791;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218850	10218949	Parent=Repeat_16791;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217776	10219085	ID=Repeat_16792
NC_003279.8	GetRepeats	repeat_copy	10217776	10217875	Parent=Repeat_16792;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218986	10219085	Parent=Repeat_16792;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217851	10218152	ID=Repeat_16793
NC_003279.8	GetRepeats	repeat_copy	10217851	10217950	Parent=Repeat_16793;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218053	10218152	Parent=Repeat_16793;Copy=2
NC_003279.8	GetRepeats	repeat_region	10217851	10218218	ID=Repeat_16794
NC_003279.8	GetRepeats	repeat_copy	10217851	10217950	Parent=Repeat_16794;Copy=1
